StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,1_traits_1,1_traits_2,1_traits_3,1_traits_4,1_traits_5,1_age _1,2_traits_1,2_traits_2,2_traits_3,2_traits_4,2_traits_5,2_age _1,3_traits_1,3_traits_2,3_traits_3,3_traits_4,3_traits_5,3_age _1,4_traits_1,4_traits_2,4_traits_3,4_traits_4,4_traits_5,4_age _1,5_traits_1,5_traits_2,5_traits_3,5_traits_4,5_traits_5,5_age _1,6_traits_1,6_traits_2,6_traits_3,6_traits_4,6_traits_5,6_age _1,7_traits_1,7_traits_2,7_traits_3,7_traits_4,7_traits_5,7_age _1,8_traits_1,8_traits_2,8_traits_3,8_traits_4,8_traits_5,8_age _1,9_traits_1,9_traits_2,9_traits_3,9_traits_4,9_traits_5,9_age _1,10_traits_1,10_traits_2,10_traits_3,10_traits_4,10_traits_5,10_age _1,11_traits_1,11_traits_2,11_traits_3,11_traits_4,11_traits_5,11_age _1,12_traits_1,12_traits_2,12_traits_3,12_traits_4,12_traits_5,12_age _1,13_traits_1,13_traits_2,13_traits_3,13_traits_4,13_traits_5,13_age _1,14_traits_1,14_traits_2,14_traits_3,14_traits_4,14_traits_5,14_age _1,15_traits_1,15_traits_2,15_traits_3,15_traits_4,15_traits_5,15_age _1,16_traits_1,16_traits_2,16_traits_3,16_traits_4,16_traits_5,16_age _1,17_traits_1,17_traits_2,17_traits_3,17_traits_4,17_traits_5,17_age _1,18_traits_1,18_traits_2,18_traits_3,18_traits_4,18_traits_5,18_age _1,19_traits_1,19_traits_2,19_traits_3,19_traits_4,19_traits_5,19_age _1,20_traits_1,20_traits_2,20_traits_3,20_traits_4,20_traits_5,20_age _1,1_traits_1,1_traits_2,1_traits_3,1_traits_4,1_traits_5,1_age_1,2_traits_1,2_traits_2,2_traits_3,2_traits_4,2_traits_5,2_age_1,3_traits_1,3_traits_2,3_traits_3,3_traits_4,3_traits_5,3_age_1,4_traits_1,4_traits_2,4_traits_3,4_traits_4,4_traits_5,4_age_1,5_traits_1,5_traits_2,5_traits_3,5_traits_4,5_traits_5,5_age_1,6_traits_1,6_traits_2,6_traits_3,6_traits_4,6_traits_5,6_age_1,7_traits_1,7_traits_2,7_traits_3,7_traits_4,7_traits_5,7_age_1,8_traits_1,8_traits_2,8_traits_3,8_traits_4,8_traits_5,8_age_1,9_traits_1,9_traits_2,9_traits_3,9_traits_4,9_traits_5,9_age_1,10_traits_1,10_traits_2,10_traits_3,10_traits_4,10_traits_5,10_age_1,11_traits_1,11_traits_2,11_traits_3,11_traits_4,11_traits_5,11_age_1,12_traits_1,12_traits_2,12_traits_3,12_traits_4,12_traits_5,12_age_1,13_traits_1,13_traits_2,13_traits_3,13_traits_4,13_traits_5,13_age_1,14_traits_1,14_traits_2,14_traits_3,14_traits_4,14_traits_5,14_age_1,15_traits_1,15_traits_2,15_traits_3,15_traits_4,15_traits_5,15_age_1,16_traits_1,16_traits_2,16_traits_3,16_traits_4,16_traits_5,16_age_1,17_traits_1,17_traits_2,17_traits_3,17_traits_4,17_traits_5,17_age_1,18_traits_1,18_traits_2,18_traits_3,18_traits_4,18_traits_5,18_age_1,19_traits_1,19_traits_2,19_traits_3,19_traits_4,19_traits_5,19_age_1,20_traits_1,20_traits_2,20_traits_3,20_traits_4,20_traits_5,20_age_1,1_traits_1,1_traits_2,1_traits_3,1_traits_4,1_traits_5,1_traits_DO,1_age_1,2_traits_1,2_traits_2,2_traits_3,2_traits_4,2_traits_5,2_traits_DO,2_age_1,3_traits_1,3_traits_2,3_traits_3,3_traits_4,3_traits_5,3_traits_DO,3_age_1,4_traits_1,4_traits_2,4_traits_3,4_traits_4,4_traits_5,4_traits_DO,4_age_1,5_traits_1,5_traits_2,5_traits_3,5_traits_4,5_traits_5,5_traits_DO,5_age_1,6_traits_1,6_traits_2,6_traits_3,6_traits_4,6_traits_5,6_traits_DO,6_age_1,7_traits_1,7_traits_2,7_traits_3,7_traits_4,7_traits_5,7_traits_DO,7_age_1,8_traits_1,8_traits_2,8_traits_3,8_traits_4,8_traits_5,8_traits_DO,8_age_1,9_traits_1,9_traits_2,9_traits_3,9_traits_4,9_traits_5,9_traits_DO,9_age_1,10_traits_1,10_traits_2,10_traits_3,10_traits_4,10_traits_5,10_traits_DO,10_age_1,11_traits_1,11_traits_2,11_traits_3,11_traits_4,11_traits_5,11_traits_DO,11_age_1,12_traits_1,12_traits_2,12_traits_3,12_traits_4,12_traits_5,12_traits_DO,12_age_1,13_traits_1,13_traits_2,13_traits_3,13_traits_4,13_traits_5,13_traits_DO,13_age_1,14_traits_1,14_traits_2,14_traits_3,14_traits_4,14_traits_5,14_traits_DO,14_age_1,15_traits_1,15_traits_2,15_traits_3,15_traits_4,15_traits_5,15_traits_DO,15_age_1,16_traits_1,16_traits_2,16_traits_3,16_traits_4,16_traits_5,16_traits_DO,16_age_1,17_traits_1,17_traits_2,17_traits_3,17_traits_4,17_traits_5,17_traits_DO,17_age_1,18_traits_1,18_traits_2,18_traits_3,18_traits_4,18_traits_5,18_traits_DO,18_age_1,19_traits_1,19_traits_2,19_traits_3,19_traits_4,19_traits_5,19_traits_DO,19_age_1,20_traits_1,20_traits_2,20_traits_3,20_traits_4,20_traits_5,20_traits_DO,20_age_1,partAge,sex,sex_4_TEXT,race,race_6_TEXT,FL_8_DO,faces1_DO,faces2_DO,faces3_DO
4/20/22 11:58,4/20/22 12:13,0,192.193.171.155,100,894,1,4/20/22 12:13,R_AciOWLdeQDfytJD,,,,,40.7157,-74,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,5,6,60,3,1,1,4,4,64,4,1,1,3,6,66,4,2,1,4,6,50,1,1,1,6,4,63,5,1,1,5,4,67,1,1,6,1,4,60,1,1,1,1,1,68,1,1,1,1,6,57,4,1,1,6,5,65,5,6,1,5,4,35,5,3,1,6,5,34,6,5,1,6,6,34,1,4,1,5,5,27,1,6,1,5,2,21,4,1,1,4,5,23,5,1,1,6,4,33,1,1,1,1,6,27,1,1,1,5,4,33,4,1,1,4,6,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,,3,,faces2,,face|age|traits,
4/21/22 11:19,4/21/22 12:03,0,71.183.194.225,100,2616,1,4/21/22 12:03,R_1mz7DakaU6Hx3Es,,,,,40.6877,-73.9267,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,4,6,3|5|2|1|4,63,5,5,4,3,6,3|5|1|4|2,57,6,5,2,5,7,3|4|5|1|2,58,6,6,4,5,5,2|4|3|5|1,55,6,5,3,4,6,3|5|2|4|1,56,3,2,5,4,4,5|4|1|3|2,45,5,3,2,4,5,4|3|2|1|5,59,4,2,4,4,5,2|3|4|5|1,65,4,4,5,3,5,4|3|1|5|2,52,5,3,4,4,5,1|2|4|5|3,64,5,5,4,4,6,1|5|2|3|4,26,6,5,4,4,6,1|4|5|2|3,26,5,5,3,4,6,5|2|4|1|3,21,5,6,4,4,5,1|2|4|3|5,27,5,6,4,4,6,2|5|3|1|4,32,4,3,5,4,5,4|2|1|3|5,27,4,5,2,4,5,5|4|3|1|2,26,6,5,4,4,5,3|5|2|1|4,36,5,5,3,4,5,2|5|3|4|1,23,5,6,2,4,5,2|3|5|1|4,24,21,1,,2,,faces3,,,face |traits|age
4/21/22 16:11,4/21/22 16:25,0,69.123.228.148,100,853,1,4/21/22 16:25,R_2TzR1o4JcRZvDrQ,,,,,40.8881,-73.8414,anonymous,EN,1,7,1,1,7,7,66,1,1,7,2,7,57,1,3,6,6,7,57,4,1,5,3,4,48,5,2,1,7,7,47,6,1,1,7,3,60,4,1,4,2,7,67,1,1,6,3,4,62,7,1,1,6,5,70,1,1,7,1,1,67,2,4,3,2,3,22,1,3,6,3,6,30,7,4,3,7,5,24,1,5,7,1,7,20,1,3,1,6,1,19,5,2,2,7,1,34,5,5,4,3,2,27,1,1,1,4,4,25,4,4,2,4,6,20,1,1,5,1,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,,2,,faces1,face |age |traits,,
4/21/22 23:43,4/21/22 23:54,0,207.237.144.235,100,646,1,4/21/22 23:54,R_Ti1pHjI61wp7O0x,,,,,40.7961,-73.9513,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,4|2|5|1|3,55,6,5,5,7,5,5|2|1|3|4,60,5,4,4,5,4,3|4|2|5|1,52,4,4,5,4,4,4|1|3|2|5,54,5,4,5,4,5,2|5|3|1|4,56,6,5,6,3,6,5|1|3|2|4,58,6,6,5,6,7,2|5|1|4|3,58,6,5,6,6,7,5|1|4|2|3,60,2,2,2,1,3,1|2|5|3|4,56,6,6,6,5,7,1|4|5|2|3,60,7,6,4,5,6,5|1|2|4|3,24,6,6,6,5,5,1|2|3|4|5,25,5,5,6,4,5,5|1|4|2|3,25,5,4,5,4,5,1|3|5|2|4,20,6,4,4,6,5,5|2|3|1|4,28,7,6,6,6,5,3|2|5|1|4,32,4,6,4,4,5,2|5|1|4|3,25,4,5,5,3,6,3|1|5|2|4,31,2,3,4,2,4,4|5|2|3|1,27,3,4,4,3,5,5|3|4|1|2,26,23,1,,1,,faces3,,,face |age|traits
4/21/22 23:54,4/22/22 18:01,0,207.237.144.235,100,65207,1,4/22/22 18:01,R_A4dRpW4G5zJxgeR,,,,,40.7961,-73.9513,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,2,6,5,48,5,5,3,5,6,58,5,4,3,4,6,52,6,5,3,6,6,60,6,4,2,6,4,55,4,4,6,4,5,63,3,4,7,2,7,58,4,4,5,4,6,63,5,5,5,3,7,60,6,6,4,5,5,60,5,5,6,4,6,33,6,6,4,4,6,26,4,4,3,5,5,33,5,7,5,4,5,22,4,6,5,3,4,24,4,4,5,4,6,27,4,5,4,5,4,33,3,4,5,3,6,32,4,5,5,5,6,32,5,6,4,4,5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,,1,,faces2,,face|age|traits,
4/23/22 5:08,4/23/22 5:18,0,108.41.21.112,100,619,1,4/23/22 5:18,R_3JJX0zk2roEMRG0,,,,,40.6372,-73.9037,anonymous,EN,1,2,3,2,5,5,66,2,2,5,3,5,43,4,2,3,5,3,64,1,3,5,5,5,54,1,2,7,3,5,65,3,1,2,2,3,58,3,3,2,3,6,46,3,4,5,5,5,58,2,2,5,5,3,75,1,2,6,3,4,62,3,6,2,4,4,32,3,4,5,2,3,37,4,6,3,5,5,34,3,7,5,6,4,20,4,3,4,5,3,18,4,5,5,6,4,37,5,4,3,5,4,28,3,1,3,5,5,35,5,2,2,5,2,18,2,3,5,4,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2,,6,Asian and Latino/a,faces1,face |traits|age ,,
4/24/22 8:07,4/24/22 8:13,0,74.101.134.198,100,350,1,4/24/22 8:13,R_31zpCxD9DU1YS7o,,,,,40.6186,-73.9272,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,4,6,6,4|1|2|3|5,52,5,2,2,6,7,4|1|3|2|5,51,5,2,4,7,5,3|5|2|4|1,52,5,2,3,6,6,5|1|3|4|2,46,5,3,3,6,5,4|5|1|2|3,50,4,3,5,4,7,3|2|5|1|4,49,4,3,5,4,6,5|1|2|4|3,42,5,3,6,3,6,3|4|1|5|2,59,4,3,7,3,6,3|4|2|5|1,46,5,3,3,5,5,3|5|1|4|2,57,5,6,2,6,5,1|3|4|5|2,23,5,5,1,6,5,4|3|1|5|2,19,5,6,2,6,5,2|3|5|1|4,22,5,4,3,5,6,2|4|3|1|5,30,6,5,3,6,5,2|4|5|3|1,24,4,3,5,4,4,3|1|4|5|2,24,5,3,4,4,5,1|3|4|2|5,22,7,5,5,5,7,4|1|5|2|3,26,5,2,2,5,5,2|4|1|5|3,24,5,4,4,4,5,1|2|3|5|4,23,20,1,,5,,faces3,,,face |traits|age
4/24/22 13:42,4/24/22 13:51,0,172.58.227.24,100,586,1,4/24/22 13:51,R_1Dp5lMccR5Lf6k2,,,,,40.8155,-73.889,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,6,3,5,45,3,3,3,2,3,55,6,4,3,5,6,55,4,4,3,4,5,52,3,3,3,3,3,58,1,1,1,1,1,55,1,1,1,1,1,63,4,4,2,4,5,66,1,1,1,1,1,59,2,2,2,2,3,67,4,7,3,3,4,28,5,5,2,4,5,23,4,4,4,4,4,32,4,6,3,3,4,25,2,5,2,2,2,24,3,4,3,3,3,19,2,4,2,2,4,25,4,5,4,4,4,26,3,3,3,3,3,27,1,1,1,1,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,faces2,,face|traits|age,
4/24/22 15:00,4/24/22 15:14,0,172.58.230.239,100,810,1,4/24/22 15:14,R_yIPGZKcJ6bZbn4l,,,,,40.7035,-73.9235,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,61,3,3,3,3,3,66,5,4,3,5,6,61,3,3,3,3,3,61,4,4,4,4,4,55,2,2,2,2,2,70,1,1,1,1,1,55,3,3,3,3,3,64,1,1,1,1,1,51,3,3,3,3,3,59,4,7,3,3,3,29,4,6,3,3,3,25,5,5,5,5,5,29,4,6,4,4,4,25,2,6,2,2,2,21,2,2,2,2,2,20,3,3,3,3,3,29,4,4,4,4,4,26,3,3,3,3,3,36,2,2,2,2,2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,faces2,,face|age|traits,
4/24/22 20:35,4/24/22 20:46,0,67.245.79.199,100,693,1,4/24/22 20:46,R_OdT6nkLAlnGpaWl,,,,,40.7015,-73.8422,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,4,5|4|1|3|2,41,1,1,1,2,3,3|1|4|5|2,45,4,1,2,4,6,3|1|4|2|5,35,1,1,2,1,3,4|3|5|1|2,45,2,1,2,2,3,4|5|1|2|3,36,1,1,3,1,4,2|5|1|3|4,45,3,1,4,3,5,3|5|4|1|2,50,2,1,3,2,7,1|3|5|4|2,50,3,1,5,2,3,3|4|1|5|2,52,2,1,4,1,3,4|3|5|2|1,51,2,2,2,3,3,5|4|2|3|1,25,3,3,1,2,3,4|3|1|5|2,27,3,2,1,2,5,5|4|2|3|1,21,1,2,1,3,4,2|3|1|5|4,34,2,3,3,3,4,1|2|3|4|5,30,3,1,3,3,5,5|3|2|4|1,23,2,1,3,2,3,4|1|5|3|2,24,3,1,3,2,3,4|2|1|5|3,35,4,1,2,2,1,1|5|4|2|3,25,2,1,3,2,4,2|1|5|4|3,29,18,1,,1,,faces3,,,face |traits|age
4/25/22 11:44,4/25/22 11:54,0,172.58.225.41,100,610,1,4/25/22 11:54,R_BKFgJnGyZ2Rc521,,,,,40.8142,-73.9081,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,4,48,2,2,3,2,2,56,4,3,3,4,4,53,4,3,4,4,4,54,4,3,5,5,5,52,3,2,3,3,3,61,3,2,5,4,5,57,3,2,3,2,4,60,3,4,3,3,3,62,3,3,4,4,4,63,3,3,4,4,4,28,4,4,4,4,4,24,5,5,5,5,6,23,4,4,4,5,5,25,4,4,3,4,4,20,3,3,4,4,5,30,4,4,5,5,5,36,3,2,4,3,4,30,4,3,4,4,4,28,3,3,4,4,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,,2,,faces2,,face|traits|age,
4/25/22 12:18,4/25/22 12:26,0,68.196.58.100,100,489,1,4/25/22 12:26,R_x8XKR6eBWjoZsEF,,,,,40.6221,-73.981,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,4,3,3|4|5|2|1,65,5,3,4,4,6,1|5|4|3|2,63,6,2,2,6,3,1|4|3|2|5,67,5,3,4,4,4,4|2|1|5|3,61,6,1,1,1,4,4|3|2|1|5,59,5,3,6,4,7,5|1|3|4|2,59,5,4,5,5,5,2|4|1|3|5,56,4,3,6,3,6,4|5|3|1|2,60,3,2,7,2,6,1|2|4|5|3,67,3,2,6,2,6,3|1|2|5|4,68,6,6,3,4,6,1|5|2|4|3,21,6,4,4,5,6,1|5|4|2|3,31,5,6,3,6,6,4|2|1|5|3,20,6,4,1,6,6,3|1|4|5|2,22,4,3,2,6,5,1|5|2|4|3,25,6,1,3,1,6,2|4|1|3|5,29,4,2,2,4,6,5|4|1|2|3,25,4,6,4,3,6,5|3|2|1|4,24,4,1,3,2,6,2|5|1|4|3,23,4,5,4,3,3,3|4|1|5|2,27,18,2,,3,,faces3,,,face |age|traits
4/25/22 14:37,4/25/22 14:46,0,108.27.33.157,100,571,1,4/25/22 14:46,R_51QIzPZSIOKClQB,,,,,40.8547,-73.9218,anonymous,EN,1,7,5,6,7,7,73,5,2,2,4,3,33,6,6,5,5,5,52,4,2,2,4,4,35,5,3,3,6,6,53,4,3,3,3,3,45,2,1,3,3,5,43,7,5,6,7,7,63,3,1,3,5,5,55,3,2,4,2,4,48,3,4,3,4,4,18,2,2,2,2,3,24,4,4,2,5,3,27,7,7,1,5,4,28,4,3,2,4,4,22,2,2,2,3,3,21,2,2,3,3,5,31,2,1,3,2,3,30,2,2,2,2,2,18,2,2,3,2,3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,,3,,faces1,face |traits|age ,,
4/25/22 18:35,4/25/22 18:41,0,150.210.231.27,100,370,1,4/25/22 18:41,R_4Zd3yHSlPCLjnX3,,,,,40.6764,-73.8753,anonymous,EN,1,4,2,2,5,5,65,3,3,5,1,4,49,3,2,4,3,5,43,5,3,5,5,6,47,5,3,5,2,6,51,6,5,5,5,7,57,6,3,4,1,7,64,4,4,7,3,7,58,6,1,4,3,7,68,3,3,5,1,6,56,4,7,3,4,6,25,5,5,4,4,6,30,6,6,4,4,6,28,1,5,5,1,5,23,4,6,2,6,6,25,3,3,4,3,4,26,5,5,5,3,6,37,4,4,5,3,6,26,3,3,1,3,5,20,2,4,5,1,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,,1,,faces1,face |traits|age ,,
4/25/22 19:26,4/25/22 19:31,0,68.175.8.18,100,310,1,4/25/22 19:31,R_2fCffROyY6fbx8p,,,,,40.7513,-73.8244,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,4,5,2|4|5|1|3,60,5,2,1,5,6,3|5|1|4|2,60,6,1,1,6,5,4|1|3|5|2,37,6,4,3,6,4,3|2|4|1|5,44,4,1,2,4,6,5|2|1|3|4,51,3,1,5,3,5,5|2|4|3|1,50,4,1,3,4,5,4|3|5|2|1,51,4,1,3,4,6,4|1|5|2|3,58,1,1,7,1,5,5|2|1|4|3,42,4,1,3,6,6,2|5|4|3|1,60,4,6,2,4,5,2|4|5|3|1,23,5,3,1,5,5,2|3|4|1|5,24,4,3,2,4,5,5|3|1|4|2,24,4,3,1,6,5,3|4|2|1|5,24,7,2,1,7,5,1|4|3|5|2,25,6,1,1,5,4,5|1|4|2|3,26,4,1,1,4,5,3|1|4|5|2,23,2,1,5,3,4,3|5|1|2|4,26,2,1,3,1,4,2|1|4|5|3,26,2,5,5,3,5,2|3|1|4|5,25,20,2,,1,,faces3,,,face |age|traits
4/26/22 7:20,4/26/22 7:26,0,174.244.145.1,100,353,1,4/26/22 7:26,R_1du9zScoNQ5IPwV,,,,,40.6286,-73.939,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,3,58,3,3,2,2,2,58,3,2,2,1,1,67,3,1,1,1,4,60,3,2,1,1,2,58,4,6,4,4,4,62,4,2,1,2,2,56,1,4,4,3,3,66,3,1,1,1,3,54,4,3,3,3,4,50,4,3,1,2,3,54,3,3,2,2,2,36,3,2,1,1,1,61,4,2,5,4,6,22,3,6,2,4,5,21,3,3,3,3,2,18,3,4,3,2,3,43,4,2,2,1,2,52,3,1,2,1,4,34,3,1,1,1,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,,5,,faces2,,face|traits|age,
